Date,Open,High,Low,Close,Volume
2026-04-07,4480.0,4670.0,4360.0,4500.0,67849900
2026-04-08,4890.0,5450.0,4640.0,5225.0,147886600
2026-04-09,5050.0,5450.0,5000.0,5250.0,107321000
2026-04-10,5350.0,5750.0,5325.0,5375.0,116290400
2026-04-13,5250.0,6200.0,5200.0,6000.0,218470900
2026-04-14,6300.0,6800.0,6200.0,6650.0,217890400
2026-04-15,6825.0,6875.0,6350.0,6375.0,173646500
2026-04-16,6400.0,6575.0,6100.0,6250.0,105643600
2026-04-17,6300.0,6350.0,6125.0,6200.0,47100100
2026-04-20,6250.0,6350.0,5950.0,6075.0,50766900
2026-04-21,6025.0,6500.0,5900.0,6300.0,98619000
2026-04-22,6350.0,6550.0,6150.0,6250.0,65449000
2026-04-23,6275.0,6350.0,5975.0,6175.0,62695100
2026-04-24,6225.0,6275.0,5575.0,5600.0,105694400
2026-04-27,5600.0,5875.0,5225.0,5300.0,152929700
2026-04-28,5400.0,5700.0,5200.0,5500.0,128630300
2026-04-29,5550.0,5625.0,5325.0,5350.0,81544200
2026-04-30,5350.0,5350.0,4810.0,5050.0,115150100
2026-05-04,5150.0,5350.0,5050.0,5075.0,42242000
2026-05-05,5100.0,5900.0,4930.0,5900.0,151894700
2026-05-06,5950.0,6025.0,5625.0,5650.0,107243700
2026-05-07,5750.0,6125.0,5350.0,5475.0,150365500
2026-05-08,5500.0,5500.0,4980.0,5050.0,91539500
2026-05-11,5050.0,5200.0,4810.0,4920.0,85875700
2026-05-12,4950.0,5475.0,4870.0,5375.0,120828600
2026-05-13,5350.0,5550.0,5025.0,5025.0,81904900
2026-05-14,5025.0,5025.0,5025.0,5025.0,0
2026-05-15,5025.0,5025.0,5025.0,5025.0,0
2026-05-18,4950.0,5025.0,4690.0,4850.0,64500300
2026-05-19,4900.0,4970.0,4160.0,4320.0,86362600
2026-05-20,4290.0,4400.0,3700.0,4000.0,131794400
2026-05-21,4080.0,4130.0,3430.0,3460.0,110919200
2026-05-22,3450.0,3770.0,3170.0,3750.0,88602100
2026-05-25,3800.0,3880.0,3570.0,3580.0,51441000
2026-05-26,3580.0,4210.0,3580.0,3740.0,121014000
2026-05-27,3740.0,3740.0,3740.0,3740.0,0
2026-05-28,3740.0,3740.0,3740.0,3740.0,0
2026-05-29,3900.0,4670.0,3900.0,4670.0,243479600
2026-06-02,5200.0,5450.0,4680.0,4800.0,157065700
2026-06-03,4670.0,4720.0,4080.0,4110.0,122532400
2026-06-04,4110.0,4120.0,3580.0,3970.0,74481300
2026-06-05,4040.0,4180.0,3650.0,3650.0,64602300
2026-06-08,3550.0,3770.0,3340.0,3460.0,72179000
2026-06-09,3460.0,4300.0,3460.0,4220.0,114354400
2026-06-10,4310.0,4570.0,4090.0,4180.0,160017100
2026-06-11,4180.0,4350.0,3820.0,4010.0,57788600
2026-06-12,4150.0,4340.0,4150.0,4180.0,64705700
2026-06-15,4330.0,4790.0,4330.0,4450.0,112034300
2026-06-17,4490.0,4570.0,4140.0,4190.0,61233400
2026-06-18,4190.0,4350.0,4080.0,4330.0,30951100
2026-06-19,4350.0,4430.0,4260.0,4260.0,22569000
2026-06-22,4320.0,4340.0,4040.0,4040.0,21132400
2026-06-23,4020.0,4320.0,4000.0,4320.0,37843500
2026-06-24,4320.0,4450.0,3910.0,3920.0,39452800
2026-06-25,3920.0,4100.0,3860.0,4000.0,39812200
2026-06-26,4000.0,4050.0,3750.0,3870.0,28922400
2026-06-29,3880.0,3910.0,3770.0,3770.0,13862300
2026-06-30,3800.0,3830.0,3550.0,3710.0,24308000
2026-07-01,3710.0,3940.0,3610.0,3790.0,36132800
2026-07-02,3790.0,4010.0,3760.0,3830.0,37082500
2026-07-03,3880.0,3950.0,3850.0,3860.0,13904600
2026-07-06,3900.0,3990.0,3850.0,3950.0,18930900
2026-07-07,3980.0,4060.0,3940.0,4010.0,23184300
2026-07-08,3990.0,3990.0,3840.0,3840.0,14079100
2026-07-09,3840.0,3930.0,3830.0,3900.0,13467800
2026-07-10,3920.0,3950.0,3860.0,3870.0,14439500
2026-07-13,3880.0,3960.0,3860.0,3960.0,18087400
2026-07-14,3980.0,4070.0,3930.0,3950.0,40515600
2026-07-15,3990.0,4010.0,3950.0,3970.0,13210800
2026-07-16,4000.0,4170.0,3940.0,4080.0,34692900
2026-07-17,4110.0,4140.0,4050.0,4070.0,20742300
2026-07-20,4080.0,4150.0,4070.0,4120.0,20205700
2026-07-21,4140.0,4470.0,4100.0,4470.0,74662400
2026-07-22,4500.0,4900.0,4480.0,4690.0,121500700
2026-07-23,4690.0,5200.0,4680.0,4910.0,158682200
2026-07-24,4820.0,5000.0,4640.0,4660.0,86906200
2026-07-27,4660.0,4890.0,4560.0,4710.0,56831100
2026-07-28,4710.0,4820.0,4680.0,4680.0,33956900
2026-07-29,4680.0,4780.0,4420.0,4600.0,50174600
2026-07-30,4620.0,4720.0,4580.0,4620.0,22560100
2026-07-31,4710.0,4820.0,4690.0,4710.0,34302900
2026-08-03,4800.0,4840.0,4570.0,4570.0,31689400
2026-08-04,4630.0,4650.0,4570.0,4650.0,20850400
2026-08-05,4700.0,4800.0,4670.0,4750.0,26193800
2026-08-06,4810.0,5125.0,4800.0,5125.0,101457200
2026-08-07,5125.0,5225.0,5000.0,5125.0,45164800
2026-08-10,5150.0,5225.0,4970.0,5025.0,59650900
2026-08-11,5025.0,5100.0,4860.0,4930.0,45125600
2026-08-12,4990.0,5600.0,4970.0,5500.0,134783500
2026-08-13,5500.0,5500.0,5150.0,5200.0,82500600
2026-08-14,5200.0,5375.0,5150.0,5250.0,47522300
2026-08-18,5400.0,5525.0,5250.0,5300.0,40030600
2026-08-19,5275.0,5300.0,5150.0,5250.0,22672100
2026-08-20,5300.0,5350.0,5250.0,5250.0,17367700
2026-08-21,5250.0,5350.0,5200.0,5300.0,25500000
2026-08-24,5350.0,5350.0,5125.0,5125.0,30788800
